Activity ID,Pillar,Age Group,Category,Category Description,Topic Number,Topic,Activity Name,Objective,Explanation,Age,Estimated Time,Hashtags,Materials,Steps,Skills,Activity Type,Difficulty Level,Parent Involvement
cognitive-skills-teen-13-18-research-and-investigation-3,Cognitive Skills,Teen (13-18),Research & Investigation,Comprehensive research & investigation activities for teen (13-18),3,Research & Investigation Activity 3,Research & Investigation Activity 3,Develop research & investigation skills for teen (13-18),Engage in research & investigation activities designed for teen (13-18) development,Teen (13-18),45-90 min,#Research&Investigation;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Research & Investigation;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-research-and-investigation-4,Cognitive Skills,Teen (13-18),Research & Investigation,Comprehensive research & investigation activities for teen (13-18),4,Research & Investigation Activity 4,Research & Investigation Activity 4,Develop research & investigation skills for teen (13-18),Engage in research & investigation activities designed for teen (13-18) development,Teen (13-18),45-90 min,#Research&Investigation;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Research & Investigation;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-complex-decision-making-1,Cognitive Skills,Teen (13-18),Complex Decision Making,Comprehensive complex decision making activities for teen (13-18),1,Complex Decision Making Activity 1,Complex Decision Making Activity 1,Develop complex decision making skills for teen (13-18),Engage in complex decision making activities designed for teen (13-18) development,Teen (13-18),45-90 min,#ComplexDecisionMaking;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Complex Decision Making;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-complex-decision-making-2,Cognitive Skills,Teen (13-18),Complex Decision Making,Comprehensive complex decision making activities for teen (13-18),2,Complex Decision Making Activity 2,Complex Decision Making Activity 2,Develop complex decision making skills for teen (13-18),Engage in complex decision making activities designed for teen (13-18) development,Teen (13-18),60-120 min,#ComplexDecisionMaking;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Complex Decision Making;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-complex-decision-making-3,Cognitive Skills,Teen (13-18),Complex Decision Making,Comprehensive complex decision making activities for teen (13-18),3,Complex Decision Making Activity 3,Complex Decision Making Activity 3,Develop complex decision making skills for teen (13-18),Engage in complex decision making activities designed for teen (13-18) development,Teen (13-18),60-120 min,#ComplexDecisionMaking;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Complex Decision Making;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-complex-decision-making-4,Cognitive Skills,Teen (13-18),Complex Decision Making,Comprehensive complex decision making activities for teen (13-18),4,Complex Decision Making Activity 4,Complex Decision Making Activity 4,Develop complex decision making skills for teen (13-18),Engage in complex decision making activities designed for teen (13-18) development,Teen (13-18),45-90 min,#ComplexDecisionMaking;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Complex Decision Making;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-complex-decision-making-5,Cognitive Skills,Teen (13-18),Complex Decision Making,Comprehensive complex decision making activities for teen (13-18),5,Complex Decision Making Activity 5,Complex Decision Making Activity 5,Develop complex decision making skills for teen (13-18),Engage in complex decision making activities designed for teen (13-18) development,Teen (13-18),60-120 min,#ComplexDecisionMaking;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Complex Decision Making;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-complex-decision-making-6,Cognitive Skills,Teen (13-18),Complex Decision Making,Comprehensive complex decision making activities for teen (13-18),6,Complex Decision Making Activity 6,Complex Decision Making Activity 6,Develop complex decision making skills for teen (13-18),Engage in complex decision making activities designed for teen (13-18) development,Teen (13-18),60-120 min,#ComplexDecisionMaking;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Complex Decision Making;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-complex-decision-making-7,Cognitive Skills,Teen (13-18),Complex Decision Making,Comprehensive complex decision making activities for teen (13-18),7,Complex Decision Making Activity 7,Complex Decision Making Activity 7,Develop complex decision making skills for teen (13-18),Engage in complex decision making activities designed for teen (13-18) development,Teen (13-18),60-120 min,#ComplexDecisionMaking;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Complex Decision Making;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-abstract-thinking-1,Cognitive Skills,Teen (13-18),Abstract Thinking,Comprehensive abstract thinking activities for teen (13-18),1,Abstract Thinking Activity 1,Abstract Thinking Activity 1,Develop abstract thinking skills for teen (13-18),Engage in abstract thinking activities designed for teen (13-18) development,Teen (13-18),45-90 min,#AbstractThinking;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Abstract Thinking;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-abstract-thinking-2,Cognitive Skills,Teen (13-18),Abstract Thinking,Comprehensive abstract thinking activities for teen (13-18),2,Abstract Thinking Activity 2,Abstract Thinking Activity 2,Develop abstract thinking skills for teen (13-18),Engage in abstract thinking activities designed for teen (13-18) development,Teen (13-18),45-90 min,#AbstractThinking;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Abstract Thinking;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-abstract-thinking-3,Cognitive Skills,Teen (13-18),Abstract Thinking,Comprehensive abstract thinking activities for teen (13-18),3,Abstract Thinking Activity 3,Abstract Thinking Activity 3,Develop abstract thinking skills for teen (13-18),Engage in abstract thinking activities designed for teen (13-18) development,Teen (13-18),60-120 min,#AbstractThinking;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Abstract Thinking;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-scientific-method-1,Cognitive Skills,Teen (13-18),Scientific Method,Comprehensive scientific method activities for teen (13-18),1,Scientific Method Activity 1,Scientific Method Activity 1,Develop scientific method skills for teen (13-18),Engage in scientific method activities designed for teen (13-18) development,Teen (13-18),45-90 min,#ScientificMethod;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Scientific Method;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
cognitive-skills-teen-13-18-scientific-method-2,Cognitive Skills,Teen (13-18),Scientific Method,Comprehensive scientific method activities for teen (13-18),2,Scientific Method Activity 2,Scientific Method Activity 2,Develop scientific method skills for teen (13-18),Engage in scientific method activities designed for teen (13-18) development,Teen (13-18),45-90 min,#ScientificMethod;#Teen;#Cognitive Skills,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Scientific Method;Cognitive Skills development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
